semestre;cod_preferencia;1_semestre_fies;2_semestre_fies;3_semestre_fies;4_semestre_fies;5_semestre_fies;6_semestre_fies;7_semestre_fies;8_semestre_fies;9_semestre_fies;10_semestre_fies;11_semestre_fies;12_semestre_fies
1;120978;4548;4548;4548;4548;4548;4548;4548;4548;0;0;0;0
1;121645;11389,18;11389,18;11389,18;11389,18;11389,18;11389,18;11389,18;11389,18;0;0;0;0
1;119722;5219,4;5219,4;5219,4;5219,4;5219,4;5219,4;5219,4;5219,4;0;0;0;0
1;120250;3239,4;3239,4;3239,4;3239,4;3239,4;3239,4;0;0;0;0;0;0
1;120280;2880;3389,46;3389,46;2824,56;3389,46;3389,46;3389,46;3389,46;0;0;0;0
1;119291;13944,42;13944,42;13944,42;13944,42;13944,42;13944,42;13944,42;13944,42;13944,42;13944,42;0;0
1;120938;13662;13662;13662;13662;13662;13662;13662;13662;13662;13662;0;0
1;118298;5454;5034;5424,05;4495,01;6598,04;8301,6;10846,58;10076,9;10946,88;8820,77;0;0
1;119443;7548;7548;7548;7548;7548;7548;7548;7548;7548;7548;0;0
1;118818;5392,62;3571,74;4410,66;8412,84;8412,84;8412,84;8412,84;8412,84;8412,84;8412,84;0;0
1;121833;5154;4794;5834,64;4055,9;4055,9;4055,9;4055,9;4055,9;4055,9;4055,9;0;0
1;120936;4134,18;4104;5128,56;3889,35;5064,53;4964,27;6114,38;6989,85;7612,65;6660,77;0;0
1;118108;5579,4;5579,4;5579,4;5579,4;5579,4;5579,4;5579,4;5579,4;0;0;0;0
1;119142;5279,4;5279,4;5279,4;5279,4;5279,4;5279,4;5279,4;5279,4;5279,4;5279,4;0;0
1;119212;4026;4026;4026;4026;4026;4026;4026;4026;0;0;0;0
1;120298;6907,86;6907,86;6907,86;6907,86;6907,86;6907,86;6907,86;6907,86;0;0;0;0
1;119899;4791,67;4791,67;4791,67;4791,67;4791,67;4791,67;4791,67;4791,67;4791,67;4791,67;0;0
1;120628;3575,25;3575,25;3575,25;3575,25;3575,25;3575,25;3575,25;0;0;0;0;0
1;117886;9650,1;9650,1;9650,1;9650,1;9650,1;9650,1;9650,1;9650,1;0;0;0;0
1;118381;7438,23;7438,23;7438,23;7438,23;7438,23;7438,23;7438,23;7438,23;7438,23;7438,23;0;0
1;120260;3957,6;3957,6;3957,6;3957,6;3957,6;3957,6;3957,6;3957,6;3957,6;3957,6;0;0
1;120945;4194,21;4193,65;4675,98;4591,51;5119,6;5008,92;5585,02;5585,02;5585,02;5585,02;0;0
1;119756;6509;6509;6509;6509;6509;6509;6509;6509;0;0;0;0
1;120641;6242,4;6242,4;6242,4;6242,4;6242,4;6242,4;12024;12024;12024;12024;0;0
1;118565;2430;2430;2673;2673;0;0;0;0;0;0;0;0
1;118299;4008;4008;4008;4008;4008;4008;4008;4008;0;0;0;0
1;117962;5946,4;5946,4;5946,4;5946,4;5946,4;5946,4;5946,4;5946,4;5946,4;5946,4;0;0
1;119016;2350,81;2350,81;2350,81;2350,81;2350,81;2350,81;2350,81;2350,81;0;0;0;0
1;118443;5324,2;5324,2;5324,2;5324,2;5324,2;5324,2;5324,2;5324,2;5324,2;5324,2;0;0
1;119713;9516;9516;9516;9516;9516;9516;9516;9516;9516;9516;0;0
1;120992;2850;3348;4638;4638;5796;5796;8118;8118;9276;9276;0;0
1;118653;7638;7638;7638;7638;7638;8401,8;8401,8;8401,8;8401,8;8401,8;0;0
1;119377;4734;3894;4486,7;3283,65;4628,43;6257,48;8752,19;9775,58;9749,25;7838,1;0;0
1;121995;10641,3;10641,3;10641,3;10641,3;10641,3;10641,3;10641,3;10641,3;0;0;0;0
1;118317;15498,3;15498,3;15498,3;15498,3;15498,3;15498,3;15498,3;15498,3;15498,3;15498,3;0;0
1;118536;2306,34;2306,34;2306,34;2306,34;2306,34;0;0;0;0;0;0;0
1;121730;5719,16;5719,16;5719,16;5719,16;5719,16;4575,33;5719,16;5147,25;0;0;0;0
1;119642;4538,22;4538,22;4538,22;4538,22;4538,22;4538,22;4538,22;4538,22;4538,22;4538,22;0;0
1;119408;2703,75;2703,75;2703,75;2703,75;2703,75;2703,75;2703,75;2703,75;2703,75;2703,75;0;0
1;117979;2452,1;2452,1;2452,1;2452,1;2452,1;2452,1;2452,1;2452,1;0;0;0;0
1;122198;4309,68;4309,68;4309,68;4309,68;4309,68;4309,68;0;0;0;0;0;0
1;121491;4540,8;4540,8;4540,8;4540,8;4540,8;4540,8;6811,2;6811,2;0;0;0;0
1;119641;4627,26;4627,26;4627,26;4627,26;0;0;0;0;0;0;0;0
1;120940;3315;3906;5142;5142;6498;6498;7446;7446;8796;8796;0;0
1;119364;4974;4794;5128,75;4444,74;6236,91;5724,45;6188,27;9098,87;10641,83;8139,38;0;0
1;118009;3703,74;2552,4;2379,18;2647,74;3106,21;3471,41;4138,2;4551,68;0;0;0;0
1;118024;4499,4;4499,4;4499,4;4499,4;4499,4;4499,4;4499,4;4499,4;4499,4;4499,4;0;0
1;119687;4888,28;4745,85;4745,85;5045,21;5304,19;6208,48;5912,84;6208,48;0;0;0;0
1;120966;8868;8088;8018,4;7414,74;8135,46;7606,62;8344,32;7713,3;0;0;0;0
1;120986;10488;8988;9484,8;8766,96;9619,08;9034,74;9912,9;9800,88;0;0;0;0
1;119330;8646;8646;8646;8646;8646;8646;8646;8646;8646;8646;0;0
1;118974;4559,4;4559,4;4559,4;4559,4;4559,4;4559,4;4559,4;4559,4;4559,4;4559,4;0;0
1;119146;3870,72;3870,72;3870,72;3870,72;3870,72;0;0;0;0;0;0;0
1;118444;5749,55;5749,55;5749,55;5749,55;5749,55;5749,55;5749,55;5749,55;5749,55;5749,55;0;0
1;120687;10038;9840;9840;9840;9840;9840;9840;9840;9840;9840;0;0
1;120713;5436;5328;5328;5328;5328;5328;0;0;0;0;0;0
1;119261;9238,35;9238,35;9238,35;9238,35;9238,35;9238,35;9238,35;9238,35;9238,35;9238,35;0;0
1;121562;5099,44;5099,44;5099,44;5099,44;5099,44;5099,44;6119,32;6119,32;7649,16;6629,27;0;0
1;120441;3654;3654;3654;3654;3654;3654;3654;3654;3654;3654;0;0
1;121619;11832;11832;11832;11832;11832;11832;11832;11832;0;0;0;0
1;117968;6555;6555;6555;6555;6555;6555;6555;6555;6555;6555;0;0
1;120826;5173,74;5173,74;5173,74;5173,74;5173,74;5173,74;5173,74;5173,74;0;0;0;0
1;119548;5860,8;5860,8;5860,8;5860,8;5860,8;5860,8;5860,8;5860,8;0;0;0;0
1;119491;5880;5880;5880;5880;5880;5880;5880;5880;5880;5880;0;0
1;120545;3715,2;3609,6;3609,6;3504;3609,12;3505,29;0;0;0;0;0;0
1;118073;5272,9;5272,9;5272,9;5272,9;5272,9;5272,9;5272,9;5272,9;0;0;0;0
1;120489;2650;3108;3108;3882;3882;3882;3882;3882;0;0;0;0
1;121748;18594;18594;18594;18594;18594;18594;18594;18594;18594;18594;0;0
1;120997;6395,04;6395,04;6395,04;6395,04;6395,04;6395,04;6395,04;6395,04;6395,04;0;0;0
1;122200;5897,45;5897,45;5897,45;5897,45;5897,45;5897,45;5897,45;5897,45;0;0;0;0
1;121676;12322,08;12322,08;12322,08;12322,08;12322,08;12322,08;12322,08;12322,08;12322,08;12322,08;0;0
1;120252;3957,6;3957,6;3957,6;3957,6;3957,6;3957,6;3957,6;3957,6;3957,6;3957,6;0;0
1;120927;3517,98;3653,79;6023,97;6256,48;7797,54;0;0;0;0;0;0;0
1;118700;5039,4;5039,4;5039,4;5039,4;5039,4;5039,4;5039,4;5039,4;5039,4;5039,4;0;0
1;120939;2994,12;3504;3202,94;2807,73;3439,71;3499,56;0;0;0;0;0;0
1;119847;4254;4194;4486,9;4197,51;5964,93;6085,98;6842,43;6313,1;0;0;0;0
1;121000;3474,06;3731,16;3988,8;4245,9;4503,54;4760,64;5018,28;5275,38;0;0;0;0
1;121820;5579,4;5579,4;5579,4;5579,4;5579,4;5579,4;5579,4;5579,4;5579,4;5579,4;0;0
1;120199;5339,4;5339,4;5339,4;5339,4;5339,4;5339,4;5339,4;5339,4;0;0;0;0
1;120320;7859,4;7859,4;7859,4;7859,4;7859,4;0;0;0;0;0;0;0
1;121525;11424;11424;11424;11424;11424;11424;11424;11424;0;0;0;0
1;120498;6144;6144;6144;6512,54;6683,33;7084,32;7084,32;7084,32;7084,32;7084,32;0;0
1;120264;5999,4;5999,4;5999,4;5999,4;5999,4;5999,4;5999,4;5999,4;5999,4;5999,4;0;0
1;119991;4859,4;4859,4;4859,4;4859,4;4859,4;4859,4;4859,4;4859,4;0;0;0;0
1;118734;3605,3;3605,3;3605,3;3605,3;3639,83;3589,24;3589,24;3589,24;0;0;0;0
1;117881;4594,35;4594,35;4594,35;4594,35;4594,35;4594,35;4594,35;4594,35;0;0;0;0
1;120987;14724,96;13806,63;13848,96;13848,96;13848,96;13848,96;13848,96;13848,96;0;0;0;0
1;120770;3060;3060;3240;3240;3420;3420;3540;3540;0;0;0;0
1;119618;4680;4680;4680;4680;4680;4680;4680;4680;4680;4680;0;0
1;120888;3414,3;3414,3;3414,3;3414,3;0;0;0;0;0;0;0;0
1;120929;6408;6408;6408;6408;6408;0;0;0;0;0;0;0
1;120885;5523,84;5523,84;5523,84;5523,84;5523,84;5523,84;5523,84;5523,84;5523,84;5523,84;0;0
1;118618;3900;3900;3900;3900;3900;3900;3900;3900;3900;3900;0;0
1;122048;24000;24000;24000;24000;24000;24000;24000;24000;24000;24000;0;0
1;120912;47568;47568;47568;47568;47568;47568;47568;47568;47568;47568;47568;47568
1;119711;5459,08;5459,08;5459,08;5459,08;5459,08;5459,08;5459,08;5459,08;5459,08;5459,08;0;0
1;119351;9086,28;9676,89;10305,89;10975,77;11689,19;12448,99;13258,18;14119,96;0;0;0;0
1;119160;3324;3324;3324;3324;3324;3324;3324;3324;0;0;0;0
1;119708;5848,94;5848,94;5848,94;5848,94;5848,94;5848,94;5848,94;5848,94;5848,94;5848,94;0;0
1;119314;8922;8922;8922;8922;8922;8922;8922;8922;8922;8922;0;0
1;120640;5830,02;5093,13;4932,23;5398,79;5996,92;6702,79;6707,38;7296,17;6720,21;7104,38;0;0
1;119265;4794;4674;5000,4;4197,51;6316,56;5710,55;6193,53;5937,66;5937,66;5937,66;0;0
1;120946;4022,55;3706,98;3482,82;3482,82;3482,82;5070,74;5589,05;5589,05;5589,05;5589,05;0;0
1;118294;6354;6744;7214,93;6052,46;8329,32;8097,66;12165,48;11282,04;12571,65;9798,75;0;0
1;122243;3179,4;3179,4;3179,4;3179,4;3179,4;3179,4;3179,4;3179,4;0;0;0;0
1;120931;7974,3;7974,3;7974,3;7974,3;7974,3;7974,3;7974,3;7974,3;7974,3;7974,3;0;0
1;121531;7530;7530;7530;7530;7530;7530;7530;7530;7530;7530;0;0
1;120284;3706,11;3706,11;3706,11;3706,11;0;0;0;0;0;0;0;0
1;120994;2540;2976;4128;4128;5676;5676;6702;6702;0;0;0;0
1;122147;9346,8;9346,8;9346,8;9346,8;9346,8;9346,8;9346,8;9346,8;0;0;0;0
1;118499;2653,75;2653,75;3178,98;3455,41;3925,35;4008,27;2239,11;1439,47;0;0;0;0
1;120947;4739,4;4739,4;4739,4;4739,4;4739,4;4739,4;4739,4;4739,4;4739,4;4739,4;0;0
1;120538;3486;3486;3660;3660;3810;3810;4254;4254;0;0;0;0
1;120649;3216,54;3216,54;3216,54;3216,54;0;0;0;0;0;0;0;0
1;117929;4428,66;4428,66;4428,66;4428,66;4428,66;0;0;0;0;0;0;0
1;118001;6389,2;7667,04;7028,12;7667,04;8944,87;7667,04;7667,04;6389,2;7028,12;5750,28;0;0
1;120836;12474;12474;12474;12474;12474;12474;12474;12474;12474;12474;0;0
1;118262;8094,6;8094,6;8094,6;8094,6;8094,6;8094,6;8094,6;8094,6;0;0;0;0
1;121044;5640;5640;5640;5640;5640;5640;5640;5640;0;0;0;0
1;118619;6402;6402;6402;6402;6402;6402;6402;6402;6402;6402;0;0
1;120795;4507,2;4507,2;4507,2;4507,2;4507,2;7286,64;7286,64;7286,64;7286,64;7286,64;0;0
1;120507;9594;9594;10314;10314;11640;11640;11640;11640;13194;13194;0;0
1;121965;4776,03;4776,03;5253,63;5253,63;5779;5779;6356,9;6356,9;0;0;0;0
1;118368;2960,64;2960,64;2960,64;2960,64;2960,64;2960,64;2960,64;2960,64;0;0;0;0
1;118530;2879,4;2879,4;2879,4;2879,4;2879,4;2879,4;0;0;0;0;0;0
1;120098;5262,64;5262,64;5262,64;5262,64;5262,64;5262,64;5262,64;5262,64;0;0;0;0
1;121001;3168;3168;3168;3168;3168;3168;3168;3168;0;0;0;0
1;120434;5548,55;5548,55;5548,55;5548,55;5548,55;5548,55;5548,55;5548,55;5548,55;5548,55;0;0
1;122149;2754;2574;2882,11;1726,2;0;0;0;0;0;0;0;0
1;119446;5525,8;5525,8;5525,8;5525,8;5525,8;5525,8;5525,8;5525,8;0;0;0;0
1;121347;4793,88;9526,56;9526,56;9526,56;9526,56;9526,56;9526,56;9526,56;0;0;0;0
1;121254;4633,13;4633,13;4633,13;4633,13;4633,13;0;0;0;0;0;0;0
1;120366;3030;3030;3030;3030;0;0;0;0;0;0;0;0
1;121002;2994,01;2993,5;3337,79;3277,94;3654,94;4297,35;4791,59;4682,61;0;0;0;0
1;120304;6442,08;7914,56;7914,56;7914,56;7914,56;7914,56;7914,56;7914,56;0;0;0;0
1;121715;5896,8;5896,8;5896,8;5896,8;5896,8;5896,8;5896,8;5896,8;0;0;0;0
1;121351;4401,18;4401,18;4401,18;4401,18;4401,18;4401,18;4401,18;4401,18;0;0;0;0
1;119287;3359,4;3359,4;3359,4;3359,4;3359,4;3359,4;3359,4;3359,4;0;0;0;0
1;119704;9516;9516;9516;9516;9516;9516;9516;9516;9516;9516;0;0
1;120644;3654,18;3804;3844,8;3456,68;5918,99;4551,75;5650,16;6011,82;0;0;0;0
1;119133;5590,38;5590,38;5590,38;5590,38;5590,38;5590,38;5590,38;5590,38;5590,38;5590,38;0;0
1;119402;4392;4392;4392;4392;4392;0;0;0;0;0;0;0
1;122098;5928,9;5928,9;5928,9;5756,22;5928,9;5756,22;5928,9;5756,22;5928,9;5756,22;0;0
1;118069;13010,4;13010,4;13010,4;13010,4;13010,4;13010,4;13010,4;13010,4;13010,4;13010,4;0;0
1;122199;5361,29;5537,48;5273,79;5836,81;5744,16;7835;7461,9;8096,16;0;0;0;0
1;118111;5970;5970;5970;5970;5970;5970;5970;5970;5970;5970;0;0
1;120824;4944;4944;4944;7554;7554;7794;7794;8262;8262;8262;0;0
1;118300;3119,4;3119,4;3119,4;3119,4;3119,4;3119,4;0;0;0;0;0;0
1;121018;8448;7788;7712,64;7129,08;0;0;0;0;0;0;0;0
1;121558;8304;8304;8304;8304;8304;8304;8304;8304;0;0;0;0
1;122087;4332,31;4332,31;4332,31;4332,31;4332,31;0;0;0;0;0;0;0
1;119307;3585,3;3585,3;3585,3;3585,3;3585,3;3585,3;3585,3;3585,3;0;0;0;0
1;121614;9601,75;9601,75;9601,75;9601,75;0;0;0;0;0;0;0;0
1;118535;2816,2;2816,2;2816,2;2816,2;2816,2;0;0;0;0;0;0;0
1;120724;4656;4656;4656;4656;4656;4656;4656;4656;0;0;0;0
1;118723;1198,96;1198,96;1198,96;1198,96;1198,96;1198,96;1198,96;1198,96;0;0;0;0
1;120051;4794;5718;6006;6006;6366;6366;6366;6366;6366;6366;0;0
1;118552;11880;11880;11880;11880;11880;11880;11880;11880;11880;11880;0;0
1;118730;7384,8;7384,8;7384,8;7384,8;7384,8;7384,8;7384,8;7384,8;7384,8;7384,8;0;0
1;120276;2928,15;3346,46;3764,76;4183,07;3764,76;3764,76;4183,07;4183,07;0;0;0;0
1;122106;3299,4;3299,4;3299,4;3299,4;3299,4;3299,4;3299,4;3299,4;0;0;0;0
1;118684;4680;4680;4680;4680;4680;4680;4680;4680;0;0;0;0
1;119375;10812;10812;10812;10812;10812;10812;10812;10812;10812;10812;0;0
1;119304;6195,9;6195,9;6195,9;6195,9;6195,9;6195,9;6195,9;6195,9;6195,9;6195,9;0;0
1;118704;5088;5088;5088;5088;5088;5088;5088;5088;0;0;0;0
1;121861;3900;3900;3900;3900;0;0;0;0;0;0;0;0
1;118583;6470,58;6470,58;6470,58;6470,58;6470,58;6470,58;6470,58;6470,58;0;0;0;0
1;122255;7887,42;7887,42;7887,42;7887,42;0;0;0;0;0;0;0;0
1;119024;1724,61;1724,61;1724,61;1724,61;1724,61;1724,61;1724,61;1724,61;0;0;0;0
1;120310;4619,4;4619,4;4619,4;4619,4;4619,4;4619,4;4619,4;4619,4;0;0;0;0
1;121074;7194;7194;7625,64;7625,64;8006,94;8083,2;8484,24;8565,06;9078,12;9164,58;0;0
1;118003;1871,07;1871,07;1871,07;1871,07;0;0;0;0;0;0;0;0
1;120634;5100;5100;5100;5100;5100;5100;5100;5100;0;0;0;0
1;118450;1936,59;1936,59;1936,59;1936,59;1936,59;1936,59;1936,59;1936,59;0;0;0;0
1;120828;2427,66;2118,75;2055,75;2209,87;0;0;0;0;0;0;0;0
1;122240;7332,36;7332,36;7332,36;7332,36;0;0;0;0;0;0;0;0
1;118592;4446;5038,8;5335,2;5038,8;0;0;0;0;0;0;0;0
1;118577;3539,4;3539,4;3539,4;3539,4;3539,4;3539,4;3539,4;3539,4;0;0;0;0
1;120967;6114;6294;6294;6294;6294;10626;10626;10626;0;0;0;0
1;121020;4290;4290;4290;4290;5982;0;0;0;0;0;0;0
1;120963;2214,12;2214,12;2214,12;2214,12;2214,12;2214,12;2214,12;2214,12;0;0;0;0
1;117952;3740;3740;3740;4155,56;4155,56;4656,67;4656,67;4656,67;4656,67;4656,67;0;0
1;121919;6054;5994;6412,56;5186,34;7385,81;6948,14;7823,66;6762,74;0;0;0;0
1;120848;4793,76;5214;5706,24;4745,97;4745,97;4745,97;4745,97;4745,97;4745,97;4745,97;0;0
1;120560;4794;4734;5128,75;3704,36;5613,21;5506,61;9448,52;7666,61;8462,03;6660,77;0;0
1;120990;3299,4;3299,4;3299,4;3299,4;3299,4;3299,4;3299,4;3299,4;3299,4;3299,4;0;0
1;121350;5054,4;5054,4;5054,4;4707,14;4707,14;4707,14;7448,9;7448,9;0;0;0;0
1;119752;9061,92;10194,66;10194,66;10194,66;10194,66;10194,66;10194,66;7929,18;0;0;0;0
1;120935;12234;12234;12234;12234;12234;12234;12234;12234;12234;12234;0;0
1;119748;6414;6354;6797,71;5038,02;7160,67;6869,34;8287,97;10002,74;11801,43;9497,48;0;0
1;120309;4619,4;4619,4;4619,4;4619,4;4619,4;4619,4;4619,4;4619,4;0;0;0;0
1;119352;9336,66;9336,66;9336,66;9336,66;9336,66;9336,66;9336,66;9336,66;9336,66;9336,66;0;0
1;121319;9588;15346,86;15346,86;15346,86;15346,86;15346,86;15346,86;15346,86;15346,86;15346,86;0;0
1;120861;8544,3;8544,3;8544,3;8544,3;8544,3;8544,3;8544,3;8544,3;8544,3;8544,3;0;0
1;121037;3690;3690;3690;3690;3690;3690;3690;3690;0;0;0;0
1;118446;6482,95;6482,95;6482,95;6482,95;6482,95;6482,95;6482,95;6482,95;6482,95;6482,95;0;0
1;120923;2535,72;2669,03;2669,03;2669,03;2669,03;2669,03;2669,03;2669,03;0;0;0;0
1;118361;2079;2079;2079;2079;2079;2079;2079;2079;0;0;0;0
1;119985;6360;6360;6360;6360;6360;6360;6360;6360;6360;6360;0;0
1;118984;7457,47;7457,47;7457,47;7457,47;7457,47;7457,47;7457,47;7457,47;7457,47;7457,47;0;0
1;119700;8205,15;8637;8637;8637;8637;8637;8637;8637;8637;8637;0;0
1;118095;3813,99;3813,99;3813,99;3813,99;3813,99;3813,99;3813,99;3813,99;0;0;0;0
1;118259;6300;6300;6545,07;6545,07;6799,67;6799,67;7064,18;7064,18;7338,98;7338,98;0;0
1;119018;6067,37;6067,37;6067,37;6067,37;6067,37;6067,37;6067,37;6067,37;6067,37;6067,37;0;0
1;119527;28143;28143;28143;28143;28143;28143;28143;28143;28143;28143;0;0
1;118829;2694,6;2694,6;2964,06;2964,06;3260,47;3260,47;3586,51;3586,51;0;0;0;0
1;120880;6441;6441;6441;6441;6441;6441;6441;6441;6441;6441;0;0
1;120358;5901,38;5901,38;5901,38;5901,38;5901,38;5901,38;5901,38;5901,38;0;0;0;0
1;121398;5129,43;5129,43;5129,43;5129,43;5129,43;5129,43;5129,43;5129,43;5129,43;5129,43;0;0
1;118550;3330,98;3330,98;3330,98;3330,98;3330,98;3330,98;3330,98;3330,98;3330,98;3330,98;0;0
1;118058;6172,86;6172,86;6172,86;6172,86;6172,86;6172,86;6172,86;6172,86;0;0;0;0
1;118181;18900;18900;20790;20790;22869;22869;25155,9;25155,9;27671,49;27671,49;0;0
1;121099;8811,18;8811,18;8811,18;8811,18;8811,18;8811,18;8811,18;8811,18;0;0;0;0
1;119520;4855;4855;4855;4855;4855;4855;4855;4855;4855;4855;0;0
1;120297;3619,5;3619,5;3619,5;3619,5;3619,5;3619,5;3619,5;3619,5;0;0;0;0
1;119875;8076;8076;8076;8076;7692;7692;7692;7692;7692;7692;0;0
1;120041;11315,41;11315,41;11315,41;11315,41;11315,41;11315,41;11315,41;11315,41;11315,41;11315,41;0;0
1;120625;4755,36;3740,93;3740,93;3957,94;4800,99;4542,99;0;0;0;0;0;0
1;121340;7793,88;11132,16;11132,16;11132,16;11132,16;11132,16;11132,16;11132,16;0;0;0;0
1;119721;7050;7050;7050;7050;7050;7050;7050;7050;0;0;0;0
1;120594;5333,94;5814;5770,46;4581,54;7443,9;6391,94;8055,77;7291,13;7871,18;6289,92;0;0
1;119945;49800;49800;49800;48576;45300;45300;45300;41100;41100;39300;39300;39300
1;119414;2639,4;2639,4;2639,4;2639,4;0;0;0;0;0;0;0;0
1;122122;3057,96;3057,96;3057,96;3057,96;3057,96;0;0;0;0;0;0;0
1;121175;7410;7410;7410;7410;7410;7410;7410;7410;7410;7410;0;0
1;121750;8328,65;8328,65;8328,65;8328,65;8328,65;8328,65;8328,65;8328,65;8328,65;8328,65;0;0
1;118468;6836,34;6836,34;6836,34;6836,34;6836,34;6836,34;6836,34;6836,34;6836,34;6836,34;0;0
1;119695;4536;4536;4536;4536;4536;4536;9726;9726;0;0;0;0
1;121073;7392;7392;8004;8004;8265;8265;8265;8265;8265;8265;0;0
1;119040;1819,65;1819,65;1819,65;1819,65;1819,65;1819,65;0;0;0;0;0;0
1;120087;6516;6516;6516;6516;6516;6516;6516;6516;0;0;0;0
1;118537;7920;7920;7920;7920;7920;7920;7920;7920;0;0;0;0
1;120845;9294;9294;9294;9294;9294;9294;9294;9294;9294;9294;0;0
1;121087;7254;6834;7311,22;5927,94;8637,89;8505,54;9527,67;9251,82;10260,99;8514,81;0;0
1;121535;3419,4;3419,4;3419,4;3419,4;3419,4;0;0;0;0;0;0;0
1;120301;5639,4;5639,4;5639,4;5639,4;5639,4;5639,4;5639,4;5639,4;5639,4;5639,4;0;0
1;121642;8328,65;8328,65;8328,65;8328,65;8328,65;8328,65;8328,65;8328,65;8328,65;8328,65;0;0
1;119091;5166;5166;5166;5166;5166;5166;5166;5166;0;0;0;0
1;118524;15600;15600;15600;15600;15600;15600;15600;15600;15600;15600;0;0
1;119411;3999,13;3999,13;3999,13;3999,13;3999,13;3999,13;3999,13;3999,13;0;0;0;0
1;119066;4740;4740;4740;4740;4740;4740;4740;0;0;0;0;0
1;118668;7179,35;7179,35;7179,35;7179,35;7179,35;7179,35;7475,71;7475,71;7475,71;7475,71;0;0
1;121237;7890;7890;7890;7890;7890;7890;7890;7890;7890;7890;0;0
1;120539;5952,51;5952,51;5952,51;5952,51;5952,51;5952,51;5952,51;5952,51;0;0;0;0
1;118274;6900;6900;6900;6900;6900;6900;6900;6900;6900;6900;0;0
1;119447;7174;7174;7174;7174;7174;7174;7174;7174;7174;7174;0;0
1;121085;6894;7434;5770,7;5433,48;8637,89;8505,54;8301,6;8301,6;10260,99;8514,81;0;0
1;121149;5094;5034;5385,55;4444,74;6316,56;6442,92;7253,96;7592,45;8783,91;7031,57;0;0
1;119127;3372;3372;3372;3372;3372;3372;3372;3372;0;0;0;0
1;118575;4354,8;4354,8;4354,8;4354,8;4354,8;4354,8;4354,8;4354,8;0;0;0;0
1;120413;6564,47;6564,47;6564,47;6564,47;6564,47;6564,47;6564,47;6564,47;0;0;0;0
1;118463;2835,72;2835,72;2835,72;2835,72;2835,72;2835,72;2835,72;2835,72;2835,72;2835,72;0;0
1;118786;5692,88;5692,88;6262,16;6262,16;6888,38;6888,38;7577,22;7577,22;8334,94;8334,94;0;0
1;118100;4532,85;4532,85;4759,49;4759,49;4997,46;4997,46;5247,34;5247,34;0;0;0;0
1;121161;7302,96;7302,96;7302,96;7302,96;7302,96;7302,96;7302,96;7302,96;7302,96;7302,96;0;0
1;120892;6720;6720;6720;6720;6720;6720;6720;6720;0;0;0;0
1;118452;2890,8;2890,8;2948,62;2948,62;3007,59;3007,59;3067,74;3067,74;0;0;0;0
1;122242;3054;2514;2946,19;2202,12;0;0;0;0;0;0;0;0
1;122225;3593,14;3594;4007,35;4466,77;0;0;0;0;0;0;0;0
1;120308;4019,4;4019,4;4019,4;4019,4;0;0;0;0;0;0;0;0
1;120577;3318;3318;3318;3318;3318;3318;3318;3792;0;0;0;0
1;121145;11132,64;11132,64;11132,64;11132,64;11132,64;11132,64;11132,64;11132,64;11132,64;11132,64;0;0
1;119417;5790;5790;5790;6755;6755;6755;7720;6755;0;0;0;0
1;119025;4877,96;4877,96;4877,96;4877,96;4877,96;4877,96;4877,96;4877,96;0;0;0;0
1;120600;4702,55;4702,55;4702,55;4702,55;4702,55;0;0;0;0;0;0;0
1;120851;3052,56;2666,1;2565,64;2855,51;3195,02;3544,76;0;0;0;0;0;0
1;122238;5814;5754;5642,06;4105,62;6391,13;7008,39;7008,39;7008,39;7008,39;7008,39;0;0
1;119141;4464,78;4464,78;4464,78;4464,78;4464,78;4464,78;4464,78;4464,78;0;0;0;0
1;118724;3078;3078;3078;3078;3078;3078;3078;3078;0;0;0;0
1;121606;6091,2;6091,2;6091,2;6091,2;0;0;0;0;0;0;0;0
1;118590;6458,1;6458,1;6458,1;6458,1;0;0;0;0;0;0;0;0
1;118534;4259,4;4259,4;4259,4;4259,4;4259,4;4259,4;4259,4;4259,4;0;0;0;0
1;120306;640,5;640,5;640,5;640,5;640,5;640,5;640,5;640,5;0;0;0;0
1;119215;14610;14610;14610;14610;14610;14610;14610;14610;14610;14610;0;0
1;118740;5678,63;5678,63;5678,63;5678,63;0;0;0;0;0;0;0;0
1;120956;3900;3900;3900;3900;3900;3900;3900;3900;0;0;0;0
1;119551;12243;12243;12243;12243;12243;12243;12243;12243;0;0;0;0
1;120920;3717,5;3593,64;4006,96;3934,63;4387,17;4295,54;4789,59;4703,69;0;0;0;0
1;120916;12099,9;12099,9;12825,9;12825,9;13467,18;13595,46;14140,56;14275,2;15130,44;15274,5;0;0
1;121572;19992,96;19992,96;19992,96;19992,96;19992,96;19992,96;19992,96;19992,96;19992,96;19992,96;0;0
1;120786;2486,4;2486,4;2486,4;4986;4986;0;0;0;0;0;0;0
1;121726;10320,03;10320,03;10320,03;10320,03;10320,03;10320,03;10320,03;10320,03;10320,03;10320,03;0;0
1;120505;3973,32;3468,48;3285,28;3858,98;4125,83;4125,83;4125,83;6746,13;0;0;0;0
1;117937;3451,22;3451,22;3355,8;3355,8;3355,8;3355,8;0;0;0;0;0;0
1;118116;1961,25;1961,25;1961,25;1961,25;0;0;0;0;0;0;0;0
1;120322;640,5;640,5;640,5;640,5;0;0;0;0;0;0;0;0
1;121992;2964;2964;2964;2964;0;0;0;0;0;0;0;0
1;120245;5559,84;6177,6;5559,84;6177,6;5353,92;5353,92;0;0;0;0;0;0
