ano;semestre;cod_grupo_preferencia;1_semestre_bruto;2_semestre_bruto;3_semestre_bruto;5_semestre_bruto;6_semestre_bruto;7_semestre_bruto;8_semestre_bruto;9_semestre_bruto;10_semestre_bruto;11_semestre_bruto;12_semestre_bruto
2021;1;118984;7457,47;7457,47;7457,47;7457,47;7457,47;7457,47;7457,47;7457,47;7457,47;0;0
2021;1;119700;8205,15;8637;8637;8637;8637;8637;8637;8637;8637;0;0
2021;1;118095;9534,98;9534,98;9534,98;9534,98;9534,98;9534,98;9534,98;0;0;0;0
2021;1;118259;9000;9000;9350,1;9713,82;9713,82;10091,69;10091,69;10484,25;10484,25;0;0
2021;1;119018;15842,94;15842,94;15842,94;15842,94;15842,94;15842,94;15842,94;15842,94;15842,94;0;0
2021;1;119527;28143;28143;28143;28143;28143;28143;28143;28143;28143;0;0
2021;1;118829;2994;2994;3293,4;3622,74;3622,74;3985,01;3985,01;0;0;0;0
2021;1;120880;6780;6780;6780;6780;6780;6780;6780;6780;6780;0;0
2021;1;120358;6211,98;6211,98;6211,98;6211,98;6211,98;6211,98;6211,98;0;0;0;0
2021;1;121398;5399,4;5399,4;5399,4;5399,4;5399,4;5399,4;5399,4;5399,4;5399,4;0;0
2021;1;118550;8327,45;8327,45;8327,45;8327,45;8327,45;8327,45;8327,45;8327,45;8327,45;0;0
2021;1;118058;6858,72;6858,72;6858,72;6858,72;6858,72;6858,72;6858,72;0;0;0;0
2021;1;118181;20790;20790;22869;25155,9;25155,9;27671,49;27671,49;30438,64;30438,64;0;0
2021;1;121099;8811,18;8811,18;8811,18;8811,18;8811,18;8811,18;8811,18;0;0;0;0
2021;1;119520;7560;7560;7560;7560;7560;7560;7560;7560;7560;0;0
2021;1;120297;13404;13404;13404;13404;13404;13404;13404;0;0;0;0
2021;1;119875;8076;8076;8076;7692;7692;7692;7692;7692;7692;0;0
2021;1;120041;11910,96;11910,96;11910,96;11910,96;11910,96;11910,96;11910,96;11910,96;11910,96;0;0
2021;1;120625;6793,37;5172,03;5172,03;5964,71;5418,64;0;0;0;0;0;0
2021;1;121340;11132,16;11132,16;11132,16;11132,16;11132,16;11132,16;11132,16;0;0;0;0
2021;1;119721;7050;7050;7050;7050;7050;7050;7050;0;0;0;0
2021;1;120594;10275;10382,16;10593,42;10519,56;9101,4;11384,22;10381,8;11123,34;8956,2;0;0
2021;1;119945;55200;55200;55200;50100;50100;50100;45480;45480;43680;43680;43680
2021;1;119414;3770,57;3770,57;3770,57;0;0;0;0;0;0;0;0
2021;1;122122;3397,68;3397,68;3397,68;3397,68;0;0;0;0;0;0;0
2021;1;121175;7410;7410;7410;7410;7410;7410;7410;7410;7410;0;0
2021;1;121750;8328,95;8328,95;8328,95;8328,95;8328,95;8328,95;8328,95;8328,95;8328,95;0;0
2021;1;118468;17090,86;17090,86;17090,86;17090,86;17090,86;17090,86;17090,86;17090,86;17090,86;0;0
2021;1;119695;5040;5040;5040;5040;5040;10326;10326;0;0;0;0
2021;1;121073;8700;8700;8700;8700;8700;8700;8700;8700;8700;0;0
2021;1;119040;4549,14;4549,14;4549,14;4549,14;4549,14;0;0;0;0;0;0
2021;1;120087;6516;6516;6516;6516;6516;6516;6516;0;0;0;0
2021;1;118537;7920;7920;7920;7920;7920;7920;7920;0;0;0;0
2021;1;120845;12908,34;12908,34;12908,34;12908,34;12908,34;12908,34;12908,34;12908,34;12908,34;0;0
2021;1;121087;11334,36;10678,14;11743,8;12206,88;12111;13464,3;13173,6;14500,62;12124,2;0;0
2021;1;121535;4884,86;4884,86;4884,86;4884,86;0;0;0;0;0;0;0
2021;1;120301;8056,29;8056,29;8056,29;8056,29;8056,29;8056,29;8056,29;8056,29;8056,29;0;0
2021;1;121642;8328,95;8328,95;8328,95;8328,95;8328,95;8328,95;8328,95;8328,95;8328,95;0;0
2021;1;119091;5166;5166;5166;5166;5166;5166;5166;0;0;0;0
2021;1;118524;15600;15600;15600;15600;15600;15600;15600;15600;15600;0;0
2021;1;119411;3999,13;3999,13;3999,13;3999,13;3999,13;3999,13;3999,13;0;0;0;0
2021;1;119066;4740;4740;4740;4740;4740;4740;0;0;0;0;0
2021;1;118668;7179,35;7179,35;7179,35;7179,35;7179,35;7475,71;7475,71;7475,71;7475,71;0;0
2021;1;121237;7890;7890;7890;7890;7890;7890;7890;7890;7890;0;0
2021;1;120539;6272,4;6272,4;6272,4;6272,4;6272,4;6272,4;6272,4;0;0;0;0
2021;1;118274;7500;7500;7500;7500;7500;7500;7500;7500;7500;0;0
2021;1;119447;7632,3;7632,3;7632,3;7632,3;7632,3;7632,3;7632,3;7632,3;7632,3;0;0
2021;1;121085;10771,86;11615,64;9269,28;12206,88;12111;11820,6;11820,6;14500,62;12124,2;0;0
2021;1;121149;7959,36;7865,64;8650,62;8926,44;9174;10251,12;10810,8;12808,26;10012,2;0;0
2021;1;119127;3372;3372;3372;3372;3372;3372;3372;0;0;0;0
2021;1;118575;4584;4584;4584;4584;4584;4584;4584;0;0;0;0
2021;1;120413;7135,29;7135,29;7135,29;7135,29;7135,29;7135,29;7135,29;0;0;0;0
2021;1;118463;7089,31;7089,31;7089,31;7089,31;7089,31;7089,31;7089,31;7089,31;7089,31;0;0
2021;1;118786;5992,5;5992,5;6591,5;7250,5;7250,5;7975,5;7975,5;8772,5;8772,5;0;0
2021;1;118100;4945,5;4945,5;5192,77;5452,41;5452,41;5725,03;5725,03;0;0;0;0
2021;1;121161;8591,7;8591,7;8591,7;8591,7;8591,7;8591,7;8591,7;8591,7;8591,7;0;0
2021;1;120892;6720;6720;6720;6720;6720;6720;6720;0;0;0;0
2021;1;118452;2890,8;2890,8;2948,62;3007,59;3007,59;3067,74;3067,74;0;0;0;0
2021;1;122242;5453,58;4489,26;5408,64;0;0;0;0;0;0;0;0
2021;1;122225;8104,25;7268,3;8104,25;0;0;0;0;0;0;0;0
2021;1;120308;5742;5742;5742;0;0;0;0;0;0;0;0
2021;1;120577;4740;4740;4740;4740;4740;4740;4740;0;0;0;0
2021;1;121145;12369,6;12369,6;12369,6;12369,6;12369,6;12369,6;12369,6;12369,6;12369,6;0;0
2021;1;119417;5790;5790;5790;6755;6755;7720;6755;0;0;0;0
2021;1;119025;5090,04;5090,04;5090,04;5090,04;5090,04;5090,04;5090,04;0;0;0;0
2021;1;120600;4702,55;4702,55;4702,55;4702,55;0;0;0;0;0;0;0
2021;1;120851;4360,8;3686,02;3547,13;3942,9;4229,02;0;0;0;0;0;0
2021;1;122238;10382,16;10275;10357,74;9100,26;9979,2;9979,2;9979,2;9979,2;9979,2;0;0
2021;1;119141;4464,78;4464,78;4464,78;4464,78;4464,78;4464,78;4464,78;0;0;0;0
2021;1;118724;3420;3420;3420;3420;3420;3420;3420;0;0;0;0
2021;1;121606;6091,2;6091,2;6091,2;0;0;0;0;0;0;0;0
2021;1;118590;6798;6798;6798;0;0;0;0;0;0;0;0
2021;1;118534;6084,86;6084,86;6084,86;6084,86;6084,86;6084,86;6084,86;0;0;0;0
2021;1;120306;1047,67;1047,67;1047,67;1047,67;1047,67;1047,67;1047,67;0;0;0;0
2021;1;119215;14610;14610;14610;14610;14610;14610;14610;14610;14610;0;0
2021;1;118740;5678,63;5678,63;5678,63;0;0;0;0;0;0;0;0
2021;1;120956;4140;4140;4140;4140;4140;4140;4140;0;0;0;0
2021;1;119551;12243;12243;12243;12243;12243;12243;12243;0;0;0;0
2021;1;120920;16051,38;14395,67;16051,38;16051,38;14395,67;16051,38;14395,67;0;0;0;0
2021;1;120916;14519,88;14519,88;15391,08;15487,26;15634,8;20601,06;20797,26;22043,1;22253,04;0;0
2021;1;121572;19992,96;19992,96;19992,96;19992,96;19992,96;19992,96;19992,96;19992,96;19992,96;0;0
2021;1;120786;3108;3108;3108;6522;0;0;0;0;0;0;0
2021;1;121726;11466,7;11466,7;11466,7;11466,7;11466,7;11466,7;11466,7;11466,7;11466,7;0;0
2021;1;120505;5676,17;4795,36;4519,63;5097,78;5097,78;5097,78;7101,19;0;0;0;0
2021;1;117937;4060,26;4060,26;3948;3948;3948;0;0;0;0;0;0
2021;1;118116;4903,13;4903,13;4903,13;0;0;0;0;0;0;0;0
2021;1;120322;1164,33;1164,33;1164,33;0;0;0;0;0;0;0;0
2021;1;121992;3120;3120;3120;0;0;0;0;0;0;0;0
2021;1;120245;5559,84;6177,6;5559,84;5353,92;5353,92;0;0;0;0;0;0
2021;1;120610;8239,26;8560,74;9415,08;8906,64;8520,6;9080,58;10599,6;11361,96;11361,96;0;0
2021;1;122012;10303,14;9928,14;11001,48;10815,24;9299,4;11712,36;12850,2;13158,66;10942,8;0;0
2021;1;120960;3954;3491,64;3849,18;3849,18;3849,18;3849,18;3849,18;0;0;0;0
2021;1;120395;7436;7436;7436;7436;7436;7436;7436;7436;7436;0;0
2021;1;121155;8450,52;8450,52;8450,52;8450,52;8450,52;8450,52;8450,52;8450,52;8450,52;0;0
2021;1;118902;15511,44;15511,44;15511,44;15511,44;15511,44;15511,44;15511,44;15511,44;15511,44;0;0
2021;1;121644;11389,18;11389,18;11389,18;11389,18;11389,18;11389,18;11389,18;0;0;0;0
2021;1;119004;2970;2970;2970;2970;2970;2970;2970;0;0;0;0
2021;1;118302;3150;3150;3150;3150;3150;3150;3150;0;0;0;0
2021;1;120300;9770,57;9770,57;9770,57;9770,57;9770,57;9770,57;9770,57;9770,57;9770,57;0;0
2021;1;121411;57600;57600;57600;57600;57600;57600;57600;57600;57600;57600;57600
2021;1;120303;8142;8142;8142;8142;8142;8142;8142;0;0;0;0
2021;1;121822;6170,57;6170,57;6170,57;6170,57;6170,57;6170,57;6170,57;0;0;0;0
2021;1;120780;8667,84;8560,74;8260,32;9648,9;7847,4;8745,12;10058,4;11600,52;9273;0;0
2021;1;120804;8882,16;9310,74;9415,08;10576,62;8718,6;10720,74;11992,2;12460,92;10513,8;0;0
2021;1;118178;12492;12492;12492;12492;12492;12492;12492;12492;12492;0;0
2021;1;118773;6062,78;6062,78;6062,78;6062,78;6062,78;6062,78;6062,78;6062,78;6062,78;0;0
2021;1;121210;4760;4760;4760;4760;4760;4760;4760;0;0;0;0
2021;1;119887;9784,13;9784,13;9784,13;9784,13;9784,13;9784,13;9784,13;9784,13;9784,13;0;0
2021;1;118465;3675,96;3675,96;3675,96;3675,96;3675,96;3675,96;3675,96;0;0;0;0
2021;1;121574;13200;14520;13200;13200;13200;14520;15840;14520;13200;0;0
2021;1;118757;2910,6;2910,6;2910,6;2910,6;2910,6;2910,6;2910,6;0;0;0;0
2021;1;121613;7320,6;7686,63;8053,32;9151,5;9151,5;9517,56;0;0;0;0;0
2021;1;118442;7884;7884;7884;7884;7884;7884;7884;7884;7884;0;0
2021;1;120070;9419,41;9419,41;9419,41;9419,41;9419,41;9419,41;9419,41;9419,41;9419,41;0;0
2021;1;121205;8506,67;8506,67;8506,67;8506,67;8506,67;8506,67;8506,67;8506,67;8506,67;0;0
2021;1;121757;9981,59;9981,59;9981,59;9981,59;9981,59;9981,59;9981,59;0;0;0;0
2021;1;122221;4662;4662;4662;4662;4662;4662;4662;0;0;0;0
2021;1;121103;5376;5376;5913,6;6504,96;6504,96;7155,45;7155,45;7871;7871;0;0
2021;1;120954;3316,42;2943,02;2869,44;2843,78;3270,07;0;0;0;0;0;0
2021;1;121081;7299,37;9171,11;9085,52;8398,36;8398,36;9256,69;9256,69;8398,36;7432,73;0;0
2021;1;118637;8784,28;8784,28;8784,28;9445,48;9445,48;9445,48;9445,48;9445,48;9445,48;0;0
2021;1;120579;5988;5988;6851,52;8130;8130;8130;8130;8130;8130;0;0
2021;1;119758;14448;14448;14448;14448;14448;14448;14448;14448;14448;0;0
2021;1;120556;7328,58;6792,84;7765,38;11371,86;8969,4;13248,06;10916,4;11958,36;10731,6;0;0
2021;1;119100;6760,98;6760,98;6760,98;6760,98;6760,98;6760,98;6760,98;6760,98;6760,98;0;0
2021;1;118184;9599,14;9599,14;9599,14;9599,14;9599,14;9599,14;9599,14;9599,14;9599,14;0;0
2021;1;121647;7676,59;7676,59;7676,59;7676,59;7676,59;7676,59;7676,59;7676,59;0;0;0
2021;1;121265;3688,62;3688,62;3688,62;3688,62;3688,62;3688,62;3688,62;0;0;0;0
2021;1;118326;4513,38;4513,38;4513,38;4513,38;4513,38;4513,38;4513,38;0;0;0;0
2021;1;122209;9950,53;9950,53;9950,53;9950,53;9950,53;9950,53;9950,53;9950,53;9950,53;0;0
2021;1;120239;6042;6042;6042;6042;6042;6042;6042;6042;6042;0;0
2021;1;118202;16422;15420;15883,26;15883,26;14906,16;15733,44;14630,46;15733,44;15733,44;0;0
2021;1;119657;9264;9264;9264;9264;9264;9264;9264;9264;9264;0;0
2021;1;119159;4992;4992;4992;4992;4992;4992;4992;4992;4992;0;0
2021;1;118191;8913,43;8913,43;8913,43;8913,43;8913,43;8913,43;8913,43;8913,43;8913,43;0;0
2021;1;120238;8227,71;8227,71;8227,71;8227,71;8227,71;8227,71;8227,71;8227,71;8227,71;0;0
2021;1;120953;6330;6645,5;6645,5;6645,5;6645,5;6645,5;6645,5;0;0;0;0
2021;1;120982;17249,9;18727,95;18727,95;18727,95;18727,95;18727,95;18727,95;0;0;0;0
2021;1;120547;5617,4;5617,4;5617,4;5617,4;5617,4;5617,4;5617,4;0;0;0;0
2021;1;119905;7188;7188;7188;7188;7188;7188;7188;0;0;0;0
2021;1;118697;15565,85;15565,85;15565,85;15716,3;15716,3;16165,36;16165,36;16241,46;16936,92;0;0
2021;1;121720;7207,7;7207,7;7207,7;7207,7;7207,7;7207,7;7207,7;7207,7;7207,7;0;0
2021;1;119483;5544;5544;5544;5544;5544;5544;5544;5544;5544;0;0
2021;1;119772;6198;6198;6198;6198;6198;0;0;0;0;0;0
2021;1;118588;15972;15972;15972;17569,2;17569,2;17569,2;17569,2;17569,2;17569,2;0;0
2021;1;120671;4437;4437;4437;4437;4437;4437;4437;0;0;0;0
2021;1;118356;15904,74;15904,74;15904,74;15904,74;15904,74;15904,74;15904,74;15904,74;15904,74;0;0
2021;1;121043;5832;5832;5832;5832;5832;5832;5832;0;0;0;0
2021;1;119533;15423;15423;15423;15423;15423;15423;15423;0;0;0;0
2021;1;122211;11940;11940;11940;11940;11940;11940;11940;11940;11940;0;0
2021;1;118475;4350;4350;4350;4350;4350;4350;4350;0;0;0;0
2021;1;121821;4662;4662;4662;4662;4662;4662;4662;0;0;0;0
2021;1;118654;8873,4;8873,4;8873,4;8873,4;9760,74;9760,74;9760,74;9760,74;9760,74;0;0
2021;1;120928;4602;4064,04;4480,2;5310,84;0;0;0;0;0;0;0
2021;1;119403;6600;6600;6600;6600;6600;6600;2640;0;0;0;0
2021;1;120392;10464,57;10464,57;10464,57;10464,57;10464,57;10464,57;10464,57;10464,57;10464,57;0;0
2021;1;120853;4194;4194;4194;4194;0;0;0;0;0;0;0
2021;1;120363;5850;5850;5850;5850;5850;5850;5850;5850;5850;0;0
2021;1;120642;10183,16;10183,16;10183,16;10183,16;10183,16;10183,16;10183,16;10183,16;10183,16;0;0
2021;1;120194;7284,86;7284,86;7284,86;7284,86;7284,86;7284,86;7284,86;0;0;0;0
2021;1;121195;4761,78;4761,78;4761,78;0;0;0;0;0;0;0;0
2021;1;120359;6936;6936;6936;6936;6936;12624;12624;12624;12624;0;0
2021;1;121039;6318;6318;6318;6318;6318;6318;6318;6318;6318;0;0
2021;1;118088;9513,43;9513,43;9513,43;9513,43;9513,43;9513,43;9513,43;9513,43;9513,43;0;0
2021;1;122050;9000;9000;9000;9000;9000;9000;9000;9000;9000;0;0
2021;1;121126;7115,64;6928,14;7619,58;10033,98;8329,2;8329,2;8329,2;8329,2;8329,2;0;0
2021;1;118857;4121,15;4121,15;4121,15;4121,15;4121,15;0;0;0;0;0;0
2021;1;121326;10742,4;10742,4;11386,92;11458,14;11567,22;12471,9;12590,7;0;0;0;0
2021;1;118407;16816,28;16816,28;16816,28;16816,28;16816,28;16816,28;16816,28;16816,28;16816,28;0;0
2021;1;120533;7279,2;5851,45;5468,75;5749,63;5894,09;5558,18;5653,88;5437,27;6729,21;0;0
2021;1;121014;7221,42;7114,26;9061,56;0;0;0;0;0;0;0;0
2021;1;118258;8670,78;8670,78;8670,78;8670,78;8670,78;8670,78;8670,78;8670,78;8670,78;0;0
2021;1;122222;3881,13;3881,13;3881,13;3881,13;3881,13;3881,13;3881,13;0;0;0;0
2021;1;120933;12514,65;12514,65;12514,65;12514,65;12514,65;12514,65;12514,65;12514,65;12514,65;0;0
2021;1;118680;2962,8;2962,8;2956,8;3253,8;3253,8;3577,2;3577,2;0;0;0;0
2021;1;119482;14908,32;16575;17404,32;21948,48;18420,6;23564,64;22611,6;25662;21370,8;0;0
2021;1;119966;9167,94;9167,94;9167,94;9167,94;9167,94;9167,94;9167,94;9167,94;9167,94;0;0
2021;1;121595;9650,08;10527,36;10527,36;10527,36;12720,56;11404,64;11843,28;0;0;0;0
2021;1;119747;8334,36;8240,64;9063,06;9920,58;6388,8;10280,88;10280,88;10280,88;10280,88;0;0
2021;1;120171;7113,43;7113,43;7113,43;7113,43;7113,43;7113,43;7113,43;0;0;0;0
2021;1;121318;10713,43;10713,43;10713,43;10713,43;10713,43;10713,43;10713,43;10713,43;10713,43;0;0
2021;1;121387;10212;10212;10212;10212;10212;10212;10212;11233,2;12254,4;0;0
2021;1;117951;11080;11080;11080;11080;11080;11080;11080;11080;11080;0;0
2021;1;120843;51056,1;51056,1;51056,1;51056,1;51056,1;51056,1;51056,1;51056,1;51056,1;51056;51056
2021;1;120616;9174;9174;9174;8772;8772;8772;8772;8772;8772;0;0
2021;1;119878;5616;5616;5616;5616;5616;5616;5616;5616;5616;0;0
2021;1;118438;3920,28;3920,28;3920,28;3920,28;3920,28;3920,28;3920,28;0;0;0;0
2021;1;121957;71992,5;71992,5;77737,5;88717,08;85934,88;41857,02;92321,58;95869,86;57955,32;65151;58835
2021;1;119405;9365,64;9365,64;10300,32;9761,46;9589,8;10392,72;14460,6;15954,36;12903;0;0
2021;1;119689;8313,43;8313,43;8313,43;8313,43;8313,43;8313,43;8313,43;8313,43;8313,43;0;0
2021;1;121989;6600;6600;6600;6600;6600;6600;6600;6600;6600;0;0
2021;1;118568;6427,71;6427,71;6427,71;6427,71;6427,71;6427,71;6427,71;0;0;0;0
2021;1;119389;3624;3624;3624;3624;3624;3624;3624;0;0;0;0
2021;1;118417;9900;9900;9900;9900;9900;9900;9900;9900;9900;0;0
2021;1;118532;4669,82;4669,82;4669,82;4669,82;4669,82;0;0;0;0;0;0
2021;1;122145;3293,4;3293,4;3293,4;3393,4;3393,4;4093,4;4093,4;0;0;0;0
2021;1;118487;7380;7380;7564,45;9009,7;9009,7;10147,4;9424,85;10985,4;10985,4;0;0
2021;1;120970;26646;26646;26646;26646;26646;26646;26646;0;0;0;0
2021;1;121268;9984,12;9984,12;9984,12;9984,12;9984,12;9984,12;9984,12;9984,12;9984,12;0;0
2021;1;121088;6300;6300;6300;6300;6300;6300;6300;6300;6300;0;0
2021;1;120769;5400;5400;5400;5400;5400;5400;5400;0;0;0;0
2021;1;120311;6599,14;6599,14;6599,14;6599,14;6599,14;6599,14;6599,14;0;0;0;0
2021;1;121534;11490;11490;11490;11490;11490;11490;11490;11490;11490;0;0
2021;1;118075;8442,63;8442,63;8442,63;8442,63;8442,63;8442,63;8442,63;0;0;0;0
2021;1;121470;6612,6;6612,6;6612,6;6612,6;6612,6;6612,6;6612,6;0;0;0;0
2021;1;121709;14817,55;14817,55;14817,55;14817,55;14817,55;14817,55;14817,55;14817,55;14817,55;0;0
2021;1;119409;8981,68;8981,68;8981,68;8981,68;8981,68;8981,68;8981,68;8981,68;8981,68;0;0
2021;1;122195;8346;8346;8346;8346;8346;8346;8346;8346;8346;0;0
2021;1;121753;10488,61;10488,61;8740,51;10488,61;10488,61;11362,67;9614,56;6118,36;4370,26;0;0
2021;1;118591;12420;12420;12420;0;0;0;0;0;0;0;0
2021;1;120383;5010;6936;6936;6936;6936;6936;6936;6936;6936;0;0
2021;1;118627;6000;6000;6000;6000;6000;6000;6000;6000;6000;0;0
2021;1;118963;5622;5622;5622;5622;5622;5622;5622;5622;5622;0;0
2021;1;121062;6810;6810;6810;6810;6810;6810;6810;6810;6810;0;0
2021;1;119950;6405,44;5448,43;5448,43;6053,81;6357,63;6054,88;6357,63;0;0;0;0
2021;1;118440;5913,43;5913,43;5913,43;5913,43;5913,43;5913,43;5913,43;0;0;0;0
2021;1;118093;9534,92;9534,92;9534,92;9534,92;9534,92;9534,92;9534,92;0;0;0;0
2021;1;121244;2640;2640;3000;3600;3600;3720;3720;0;0;0;0
2021;1;121174;5431,56;5431,56;5431,56;5431,56;5431,56;5431,56;5431,56;5431,56;5431,56;0;0
2021;1;119742;9600;9600;9600;9600;9600;9600;9600;0;0;0;0
2021;1;120054;8988;8988;8988;8988;8988;8988;8988;8988;8988;0;0
2021;1;120216;4704;4704;4704;4704;4704;4704;4704;0;0;0;0
2021;1;118210;3485,48;3485,48;3485,48;3485,48;3485,48;3485,48;3485,48;0;0;0;0
2021;1;121884;6648;6648;6648;6648;6648;6648;6648;6648;6648;0;0
2021;1;122113;12825;12741,66;13096,8;17713,8;10190,4;11239,8;11239,8;11239,8;11239,8;0;0
2021;1;119561;25503,6;25503,6;25503,6;25503,6;25503,6;25503,6;25503,6;25503,6;25503,6;0;0
2021;1;120884;6216;6216;6216;6216;6216;6216;6216;0;0;0;0
2021;1;119868;8566,31;8566,31;8566,31;8566,31;8566,31;8566,31;8566,31;8566,31;8566,31;0;0
2021;1;120593;8346,42;8239,26;9061,56;8429,52;8811;9848,52;9094,8;9684,48;7266,6;0;0
2021;1;121912;11583;11583;11583;11583;11583;11583;11583;11583;11583;0;0
2021;1;118522;2070;2070;2070;0;0;0;0;0;0;0;0
2021;1;121580;6963,24;5884,21;5884,21;5884,21;5884,21;0;0;0;0;0;0
2021;1;120917;16208,51;14536,6;16208,51;16208,51;14536,6;16208,51;16208,51;0;0;0;0
2021;1;120461;3059,77;3059,77;3059,77;3059,77;3059,77;3325,01;3325,01;0;0;0;0
2021;1;119187;6060;6060;6060;6060;6060;0;0;0;0;0;0
2021;1;119282;3120;3120;3120;3120;3120;3120;3120;0;0;0;0
2021;1;122038;6990;6990;6990;6990;6990;6990;6990;6990;6990;0;0
2021;1;120737;6030;9971,28;9971,28;9971,28;9971,28;9971,28;9971,28;9971,28;9971,28;0;0
2021;1;121673;13960,43;15123,79;13960,43;13960,43;13960,43;13960,43;15123,79;13960,43;15123,79;0;0
2021;1;117976;4234,4;4234,4;4234,4;4234,4;4234,4;4234,4;4234,4;0;0;0;0
2021;1;119947;14864,76;14864,76;14864,76;14864,76;14864,76;14864,76;14864,76;14864,76;14864,76;0;0
2021;1;118369;2497,2;2497,2;2497,2;2497,2;2497,2;2497,2;2497,2;0;0;0;0
2021;1;121749;10199,14;10199,14;10199,14;10199,14;10199,14;10199,14;10199,14;10199,14;10199,14;0;0
2021;1;120831;7971,42;7853,58;9532,92;8218,26;5900,4;5900,4;5900,4;0;0;0;0
2021;1;118559;3737,76;3737,76;3737,76;3737,76;3737,76;3737,76;3737,76;0;0;0;0
2021;1;121051;53577,18;53577,18;53577,18;53577,18;53577,18;53577,18;53577,18;53577,18;53577,18;53577;53577
2021;1;120119;10788;10788;10788;10788;10788;10788;10788;10788;10788;0;0
2021;1;121301;3270;3270;3270;6357;0;0;0;0;0;0;0
2021;1;120969;8104,25;7268,3;8104,25;0;0;0;0;0;0;0;0
2021;1;119927;7448,46;7448,46;7448,46;7448,46;7048,8;7048,8;7048,8;7048,8;7048,8;0;0
2021;1;120832;4734,54;5279,04;5279,04;4734,54;5279,04;4734,54;5279,04;0;0;0;0
2021;1;120789;7140;7140;7140;7140;7140;7140;7140;7140;7140;0;0
2021;1;119158;7944;7944;7944;7944;7944;7944;7944;7944;7944;0;0
2021;1;122213;4318,46;3648,3;3599,41;3717,6;6111,06;0;0;0;0;0;0
2021;1;118938;16706,17;16706,17;16706,17;16706,17;16706,17;16706,17;16706,17;16706,17;16706,17;0;0
2021;1;119795;5829,54;5829,54;5829,54;5829,54;5829,54;5829,54;5829,54;0;0;0;0
2021;1;121774;4328,47;4328,47;4328,47;4328,47;4702,57;4702,57;11184,21;0;0;0;0
2021;1;118193;4412,82;4412,82;4633,46;4865,13;4865,13;5108,38;5108,38;0;0;0;0
2021;1;118251;10694,88;10694,88;10694,88;10694,88;10694,88;10694,88;10694,88;10694,88;10694,88;0;0
2021;1;119919;6720;6720;6720;0;0;0;0;0;0;0;0
2021;1;120611;2910,6;2910,6;2910,6;2910,6;2910,6;0;0;0;0;0;0
2021;1;118580;5298;5298;5298;5298;5298;5298;5298;0;0;0;0
2021;1;121604;7366,43;6224,92;6224,92;6224,92;6224,92;6224,92;6224,92;0;0;0;0
2021;1;119640;4561,67;4561,67;5865;7168,33;7168,33;8471,67;8471,67;0;0;0;0
2021;1;120138;8999,14;8999,14;8999,14;8999,14;8999,14;8999,14;8999,14;8999,14;8999,14;0;0
2021;1;120481;11284,2;11284,2;11284,2;11284,2;11284,2;11284,2;11284,2;11284,2;11284,2;0;0
2021;1;122218;5346;5346;5346;5346;5346;0;0;0;0;0;0
2021;1;118605;1915,02;2087,37;2275,23;2480;2480;2703,2;2703,2;0;0;0;0
2021;1;122014;8760;8760;8760;8760;8760;8760;8760;8760;8760;0;0
2021;1;122116;6962,4;6962,4;6962,4;6962,4;10611,12;10611,12;10611,12;10611,12;12379,64;0;0
2021;1;120758;8040;8040;8040;8040;8040;8040;8040;8040;8040;0;0
2021;1;120391;7656;7656;7656;7656;7656;17316;17316;17316;17316;0;0
2021;1;122031;4995;4995;4995;4995;4995;5370;5370;5745;6120;0;0
2021;1;119467;7335,95;7335,95;7335,95;7335,95;7335,95;7335,95;7335,95;7335,95;7335,95;0;0
2021;1;120417;9929,79;9929,79;9929,79;9929,79;9929,79;9929,79;9929,79;9929,79;9929,79;0;0
2021;1;119161;2460;2460;2460;2460;2460;2460;2460;0;0;0;0
2021;1;120033;7188;7188;7188;7188;7188;7188;7188;7188;7188;0;0
2021;1;122009;8521,86;8428,14;9269,28;9423,54;8811;9736,68;12315,6;13650,66;11101,2;0;0
2021;1;120233;48310,08;48310,08;48310,08;48310,08;48310,08;48310,08;48310,08;48310,08;48310,08;48310;48310
2021;1;120234;21000;21000;21000;21000;21000;21000;21000;21000;21000;0;0
2021;1;122260;8013,5;8013,5;8890,09;9616,2;0;0;0;0;0;0;0
2021;1;120944;5922;5227,92;4900,86;5726,34;6281,16;7309,68;7657,38;8328,72;7965,6;0;0
2021;1;117980;7320;7320;7320;7320;7320;7320;7320;0;0;0;0
2021;1;120325;3648,98;3648,98;3648,98;3648,98;0;0;0;0;0;0;0
2021;1;119090;3332,76;3332,76;3332,76;3332,76;3332,76;3332,76;3332,76;0;0;0;0
2021;1;121212;7114,5;7114,5;7114,5;8370;8370;8370;8370;0;0;0;0
2021;1;118434;6966;6966;6966;6966;6966;6966;6966;0;0;0;0
2021;1;119753;6492,66;6492,66;6492,66;6492,66;6492,66;6492,66;6492,66;0;0;0;0
2021;1;117904;9433,05;9433,05;9433,05;9433,05;9433,05;9433,05;9433,05;9433,05;9433,05;0;0
2021;1;118793;6716,68;6716,68;6716,68;6716,68;6716,68;6716,68;6716,68;0;0;0;0
2021;1;120273;15000;15000;15000;15000;15000;15000;15000;0;0;0;0
2021;1;119103;4921,5;4921,5;4921,5;4921,5;4921,5;4921,5;4921,5;4921,5;4921,5;0;0
2021;1;121343;8625,5;10783,86;10836,49;9858,38;11313,11;11022,16;8927,36;0;0;0;0
2021;1;120536;4300,2;3635,7;3436,91;3902,1;4262,06;4341,07;4238,46;0;0;0;0
